time,true_down,pred_down,true_up,pred_up,true_rnti,pred_rnti,true_rb_down,pred_rb_down,true_rb_up,pred_rb_up
2019-01-22 07:16:00,61374784.0,54302940.0,363928.0,369035.0,3816,2913.0,0.0104254166666666,0.009805355,0.0001270833333333,0.00015795308
2019-01-22 07:18:00,54788384.0,57812430.0,347800.0,307115.0,3484,3139.0,0.0093824166666666,0.010324229,0.0001206666666666,0.000105734776
2019-01-22 07:20:00,66998528.0,58061710.0,397848.0,303786.0,4004,3184.0,0.0112998333333333,0.009993897,0.0001291666666666,6.578021e-05
2019-01-22 07:22:00,60317320.0,68450310.0,261472.0,609501.0,3701,3716.0,0.0102505833333333,0.012405909,7.391666666666666e-05,0.00043951353
2019-01-22 07:24:00,78311352.0,62406468.0,649368.0,160210.0,4896,3503.0,0.0134452499999999,0.010368759,0.00021975,0.0
2019-01-22 07:26:00,154228920.0,70977040.0,1555296.0,597128.0,8924,3916.0,0.02605475,0.0124753695,0.0004916666666666,0.00018588809
2019-01-22 07:28:00,171129736.0,109954700.0,1985728.0,1674563.0,9971,5882.0,0.0298765833333333,0.021039847,0.0006636666666666,0.0009632246
2019-01-22 07:30:00,83842776.0,137277860.0,696208.0,2067000.0,4946,7438.0,0.0142268333333333,0.025919462,0.0002220833333333,0.0011462092
2019-01-22 07:32:00,51726912.0,106405970.0,430096.0,442559.0,3251,6088.0,0.00893025,0.017893827,0.0001250833333333,0.0
2019-01-22 07:34:00,80308800.0,79892590.0,607552.0,0.0,4814,4719.0,0.0136653333333333,0.011622559,0.00017,0.0
2019-01-22 07:36:00,45546120.0,86781784.0,79176.0,723282.0,2865,4856.0,0.0078085833333333,0.014296335,3.875e-05,0.00022746659
2019-01-22 07:38:00,81145176.0,69048344.0,775528.0,0.0,4872,4005.0,0.0137085833333333,0.011260003,0.0002263333333333,0.0
2019-01-22 07:40:00,50707136.0,79100680.0,287864.0,590136.0,3143,4378.0,0.0087038333333333,0.013171336,0.0001018333333333,0.00025835825
2019-01-22 07:42:00,54716752.0,64959664.0,336488.0,53569.0,3395,3705.0,0.0092615833333333,0.010620894,0.0001015833333333,0.0
2019-01-22 07:44:00,70771536.0,62801390.0,398072.0,89234.0,4321,3549.0,0.0119388333333333,0.010053602,0.0001395833333333,0.0
2019-01-22 07:46:00,84306272.0,66986510.0,682616.0,401469.0,5050,3718.0,0.0144225833333333,0.011263112,0.00022725,0.00011626336
2019-01-22 07:48:00,94815632.0,76593304.0,873104.0,777079.0,5753,4166.0,0.0163486666666666,0.013597657,0.0002284166666666,0.00041706196
2019-01-22 07:50:00,95254608.0,84671710.0,733440.0,881508.0,5584,4633.0,0.0157701666666666,0.014932266,0.0002296666666666,0.000365341
2019-01-22 07:52:00,104473264.0,88042420.0,1059400.0,773125.0,6186,4860.0,0.0177540833333333,0.015385995,0.0002963333333333,0.00019228597
2019-01-22 07:54:00,82537176.0,94391770.0,707496.0,902118.0,5101,5255.0,0.0139228333333333,0.016258318,0.0001944999999999,0.00017519911
2019-01-22 07:56:00,103850344.0,86222310.0,897864.0,411544.0,6155,4958.0,0.0174244166666666,0.014286531,0.000278,0.0
2019-01-22 07:58:00,91704760.0,95670250.0,584448.0,965542.0,5520,5346.0,0.0155004166666666,0.016581163,0.0002184166666666,0.00033140063
2019-01-22 08:00:00,137203144.0,91691496.0,1362400.0,664469.0,8117,5170.0,0.0235133333333333,0.01563343,0.0004461666666666,0.00012449657
2019-01-22 08:02:00,111800192.0,113225736.0,887752.0,1469807.0,6634,6204.0,0.0190286666666666,0.02043692,0.00030625,0.0007399631
2019-01-22 08:04:00,193362104.0,110749080.0,2201416.0,956860.0,11355,6193.0,0.0335478333333333,0.019353999,0.0007821666666666,0.00036493683
