time,true_down,pred_down,true_up,pred_up,true_rnti,pred_rnti,true_rb_down,pred_rb_down,true_rb_up,pred_rb_up
2018-02-28 02:54:00,44777224.0,46639428.0,184624.0,472280.0,2756,2503.0,0.0075595833333333,0.008820308,9.6e-05,0.0003008893
2018-02-28 02:56:00,48857968.0,46166204.0,422136.0,195244.0,2946,2505.0,0.0083458333333333,0.008149075,0.0001198333333333,2.09972e-05
2018-02-28 02:58:00,44397024.0,49497216.0,217816.0,331827.0,2659,2656.0,0.0075086666666666,0.009204679,8.45e-05,0.00020100428
2018-02-28 03:00:00,41796544.0,49884108.0,246120.0,137633.0,2624,2712.0,0.0070091666666666,0.008750048,8.375e-05,9.129179e-05
2018-02-28 03:02:00,37060048.0,45562508.0,66504.0,0.0,2258,2502.0,0.0061098333333333,0.008000579,3.275e-05,0.0
2018-02-28 03:04:00,58327233.0,43658316.0,468024.0,0.0,3573,2410.0,0.0099250833333333,0.00773233,0.00014375,0.0
2018-02-28 03:06:00,58122104.0,52012456.0,306896.0,136197.0,3511,2810.0,0.0096900833333333,0.0088094985,9.933333333333334e-05,5.125644e-07
2018-02-28 03:08:00,48801944.0,53918316.0,247360.0,35765.0,3032,2976.0,0.0082395833333333,0.008918149,5.658333333333333e-05,0.0
2018-02-28 03:10:00,31499888.0,50806776.0,107928.0,109434.0,1860,2830.0,0.0051308333333333,0.008631391,4.025e-05,0.0
2018-02-28 03:12:00,33573872.0,44740800.0,113096.0,0.0,2108,2489.0,0.005623,0.0071468013,3.841666666666667e-05,0.0
2018-02-28 03:14:00,36828040.0,45320212.0,174672.0,225837.0,2268,2508.0,0.0061865,0.0072419513,6.775000000000001e-05,0.0
2018-02-28 03:16:00,38112040.0,41859388.0,168024.0,6670.0,2443,2363.0,0.0064760833333333,0.007214072,5.633333333333333e-05,0.0
2018-02-28 03:18:00,59909416.0,39437684.0,313248.0,0.0,3674,2251.0,0.0101734166666666,0.006398361,9.216666666666668e-05,0.0
2018-02-28 03:20:00,58761448.0,51668604.0,338792.0,237696.0,3569,2793.0,0.0099287499999999,0.008876064,0.0001405,4.3498436e-05
2018-02-28 03:22:00,38589680.0,56815830.0,162064.0,360914.0,2374,3077.0,0.00637725,0.010112927,6.525e-05,0.00011145181
2018-02-28 03:24:00,64338888.0,54607508.0,569032.0,288684.0,3900,2988.0,0.01108975,0.009749934,0.0001744166666666,0.00021386193
2018-02-28 03:26:00,52230704.0,62070988.0,494600.0,421181.0,3022,3425.0,0.0087071666666666,0.01058009,0.0001360833333333,0.00014708408
2018-02-28 03:28:00,28954480.0,57321984.0,90528.0,134783.0,1758,3226.0,0.00478675,0.009537987,3.5000000000000004e-05,0.0
2018-02-28 03:30:00,29206320.0,45077308.0,48304.0,0.0,1806,2585.0,0.0048045833333333,0.0076370887,1.908333333333333e-05,0.0
2018-02-28 03:32:00,29282840.0,45244064.0,53704.0,0.0,1800,2516.0,0.0048205,0.008004729,2.483333333333333e-05,0.0
2018-02-28 03:34:00,33208352.0,39735908.0,253896.0,0.0,2048,2211.0,0.0055949166666666,0.006764671,4.9833333333333336e-05,0.0
2018-02-28 03:36:00,24516456.0,36393380.0,16368.0,0.0,1540,2005.0,0.0039865833333333,0.0052607646,5.416666666666667e-06,0.0
2018-02-28 03:38:00,26027520.0,32903444.0,19400.0,0.0,1611,1771.0,0.0042688333333333,0.006007112,1.0416666666666666e-05,0.0
2018-02-28 03:40:00,27844912.0,32375260.0,177376.0,0.0,1802,1651.0,0.0047225833333333,0.0066020293,4.1e-05,7.149574e-05
2018-02-28 03:42:00,91169617.0,30236312.0,991176.0,0.0,5387,1555.0,0.0152615,0.0050249686,0.00027225,0.0
2018-02-28 03:44:00,70018312.0,61755980.0,516456.0,830956.0,4128,3108.0,0.0117375,0.011850939,0.0001601666666666,0.00063796976
2018-02-28 03:46:00,49679600.0,64409980.0,350072.0,413964.0,2764,3448.0,0.008976050420168,0.011714373,0.0002478151260504,0.00014527437
2018-02-28 03:48:00,18129928.0,59915176.0,3752704.0,191126.0,2215,3288.0,0.0128045,0.010701967,0.0031359166666666,5.1727813e-05
2018-02-28 03:50:00,18379736.0,71856950.0,3533608.0,7861660.0,2315,2217.0,0.0124433333333333,0.02095073,0.0033495,0.006250456
2018-02-28 03:52:00,15400248.0,59579336.0,3767312.0,7210320.0,2131,1683.0,0.0122239166666666,0.02021019,0.0033128333333333,0.0058586695
2018-02-28 03:54:00,16969872.0,49718090.0,4082888.0,6218050.0,2190,1309.0,0.01241275,0.018772969,0.0033281666666666,0.005048879
2018-02-28 03:56:00,47925088.0,44471476.0,18141792.0,5447102.0,2115,1157.0,0.0262475,0.018076496,0.0200689166666666,0.0044350857
2018-02-28 03:58:00,23723952.0,70863000.0,5953080.0,13923262.0,2295,1539.0,0.0149570833333333,0.030579822,0.0054404166666666,0.011314762
2018-02-28 04:00:00,29284312.0,48454916.0,7287800.0,7991640.0,2489,1279.0,0.01621725,0.022038963,0.00527125,0.0066412888
2018-02-28 04:02:00,29932480.0,50314708.0,7180920.0,7290552.0,2511,1387.0,0.0161810833333333,0.0210839,0.00509175,0.005872951
2018-02-28 04:04:00,18448288.0,50198570.0,4933600.0,6895278.0,2140,1403.0,0.0135118333333333,0.020667963,0.00391075,0.005432705
2018-02-28 04:06:00,32240256.0,44122044.0,7930216.0,5709998.0,2635,1197.0,0.0183295,0.018600134,0.0043036666666666,0.0045078536
2018-02-28 04:08:00,63213272.0,49400268.0,4859944.0,6310482.0,2159,1366.0,0.02276975,0.019742988,0.0038439166666666,0.0047065974
2018-02-28 04:10:00,46434320.0,57408920.0,4742096.0,5676787.0,2137,1599.0,0.0195269166666666,0.021271637,0.0032924166666666,0.004261753
2018-02-28 04:12:00,55640103.0,56645240.0,12105216.0,5305266.0,2767,1584.0,0.0215328333333333,0.020701662,0.009089,0.003935197
2018-02-28 04:14:00,17856408.0,68531200.0,4699128.0,8895775.0,2222,1924.0,0.0129123333333333,0.02542015,0.0046163333333333,0.0067008897
2018-02-28 04:16:00,19821440.0,50130310.0,4750456.0,6268470.0,2133,1444.0,0.0131520833333333,0.02011911,0.0036068333333333,0.0048523955
2018-02-28 04:18:00,46658841.0,45062124.0,7489480.0,5408521.0,2466,1248.0,0.0188753333333333,0.018383022,0.0058934166666666,0.0042093373
2018-02-28 04:20:00,56934856.0,54304310.0,7341832.0,6567430.0,2846,1507.0,0.0205599166666666,0.020908056,0.0046185833333333,0.005056571
2018-02-28 04:22:00,82753200.0,61125144.0,7142704.0,6612954.0,1982,1812.0,0.0270711666666666,0.022403752,0.0040844166666666,0.005004587
2018-02-28 04:24:00,17393184.0,69704910.0,4054568.0,6686076.0,2163,1937.0,0.0129485,0.02454272,0.0032556666666666,0.0049278834
2018-02-28 04:26:00,20831424.0,52382588.0,1869544.0,5192917.0,1813,1500.0,0.0087794166666666,0.019733332,0.00139175,0.003885557
2018-02-28 04:28:00,26555672.0,36708024.0,10856.0,854676.0,1680,1563.0,0.00447825,0.012151865,2.083333333333333e-06,0.0005734654
2018-02-28 04:30:00,27379728.0,18066778.0,49848.0,0.0,1761,1531.0,0.00452275,0.0020374288,9.916666666666668e-06,0.0
2018-02-28 04:32:00,29596768.0,21075386.0,6472.0,0.0,1842,1551.0,0.0048115,0.0019155253,3.5e-06,0.0
2018-02-28 04:34:00,29919080.0,27740598.0,53152.0,0.0,1874,1673.0,0.0049954166666666,0.004262951,2.608333333333333e-05,0.0
2018-02-28 04:36:00,31516176.0,30937386.0,87544.0,0.0,1907,1671.0,0.0050568333333333,0.0054728356,2.0583333333333333e-05,0.0
2018-02-28 04:38:00,34508944.0,28139006.0,83568.0,0.0,2194,1502.0,0.0058315,0.0039227866,3.258333333333334e-05,0.0
2018-02-28 04:40:00,47006760.0,30601322.0,231280.0,0.0,2857,1609.0,0.0079125833333333,0.005631965,8.433333333333334e-05,0.0
2018-02-28 04:42:00,32796592.0,45557188.0,146872.0,153441.0,2041,2307.0,0.005485,0.008842579,4.7833333333333335e-05,0.0002848369
2018-02-28 04:44:00,27823896.0,35958996.0,90384.0,0.0,1763,1981.0,0.0045730833333333,0.0057616774,2.608333333333333e-05,0.0
2018-02-28 04:46:00,37029520.0,32754466.0,82752.0,0.0,2300,1808.0,0.00610025,0.005973931,3.283333333333333e-05,0.0
2018-02-28 04:48:00,30075816.0,35841590.0,18776.0,0.0,1894,1916.0,0.00500225,0.0060613463,9.416666666666666e-06,0.0
2018-02-28 04:50:00,44484952.0,32152888.0,216896.0,0.0,2845,1760.0,0.0075466666666666,0.0056102797,4.408333333333333e-05,0.0
2018-02-28 04:52:00,73325216.0,37752920.0,430840.0,0.0,4465,1988.0,0.0122756666666666,0.006427874,0.0001279166666666,0.0
2018-02-28 04:54:00,42279368.0,54516090.0,104792.0,522320.0,2691,2832.0,0.0071941666666666,0.010180718,3.283333333333333e-05,0.00024928938
2018-02-28 04:56:00,29435480.0,44034616.0,58536.0,0.0,1893,2480.0,0.0049585833333333,0.0074481433,1.6083333333333332e-05,0.0
2018-02-28 04:58:00,31628536.0,36513668.0,76008.0,0.0,1988,1991.0,0.0052228333333333,0.00641363,2.85e-05,0.0
2018-02-28 05:00:00,32375640.0,36898544.0,41864.0,0.0,2017,1992.0,0.0054120833333333,0.006435321,1.0166666666666669e-05,0.0
2018-02-28 05:02:00,37638536.0,31876166.0,125400.0,0.0,2317,1779.0,0.0063351666666666,0.0046557337,2.825e-05,0.0
2018-02-28 05:04:00,21517560.0,34330852.0,15136.0,0.0,1344,1854.0,0.0034528333333333,0.005677832,3.25e-06,0.0
2018-02-28 05:06:00,23333384.0,32297810.0,104248.0,0.0,1485,1789.0,0.0038019166666666,0.004447245,2.1416666666666668e-05,0.0
2018-02-28 05:08:00,22640056.0,26101746.0,21696.0,0.0,1411,1523.0,0.0037426666666666,0.003338455,1.2083333333333337e-05,0.0
2018-02-28 05:10:00,26090600.0,24923170.0,113712.0,0.0,1621,1408.0,0.004228,0.0046909484,2.5916666666666665e-05,0.0
2018-02-28 05:12:00,22277544.0,28687728.0,22648.0,0.0,1410,1504.0,0.0036491666666666,0.0055181663,9.5e-06,0.0
2018-02-28 05:14:00,26917176.0,25984534.0,37432.0,0.0,1720,1386.0,0.004458,0.0049673137,7.5e-06,0.0
2018-02-28 05:16:00,52129840.0,23448604.0,117952.0,0.0,3266,1228.0,0.0088101666666666,0.0032642526,7.425e-05,0.0
2018-02-28 05:18:00,46087360.0,36072570.0,277080.0,113322.0,2947,1867.0,0.0077628333333333,0.0069652027,5.466666666666666e-05,0.0
2018-02-28 05:20:00,34718592.0,38139804.0,139768.0,76955.0,2156,2040.0,0.005759,0.0064117704,3.158333333333333e-05,0.0
2018-02-28 05:22:00,88613688.0,34654956.0,681352.0,33907.0,5322,1878.0,0.0150569166666666,0.0057834326,0.0002408333333333,0.0
2018-02-28 05:24:00,39649440.0,62722548.0,164520.0,1005337.0,2519,3264.0,0.0068615833333333,0.012491866,4.241666666666666e-05,0.0005642571
2018-02-28 05:26:00,29240504.0,55492976.0,95536.0,237415.0,1884,3071.0,0.0048139166666666,0.009946423,1.9833333333333332e-05,8.456151e-05
2018-02-28 05:28:00,80060048.0,41647268.0,836056.0,0.0,4768,2424.0,0.0136608333333333,0.006580102,0.0002378333333333,0.0
2018-02-28 05:30:00,54891728.0,64761524.0,282184.0,764314.0,3319,3441.0,0.0089766666666666,0.011829371,8.483333333333333e-05,0.00043523902
2018-02-28 05:32:00,39678752.0,58018700.0,212176.0,0.0,2471,3275.0,0.0066236666666666,0.009759454,6.866666666666668e-05,0.0
2018-02-28 05:34:00,45010232.0,48795270.0,135696.0,0.0,2743,2855.0,0.0074489166666666,0.0077438755,5.191666666666667e-05,0.0
2018-02-28 05:36:00,38953864.0,49171388.0,125696.0,0.0,2475,2764.0,0.0065376666666666,0.0075366246,4.391666666666667e-05,0.0
2018-02-28 05:38:00,43627472.0,48890944.0,109808.0,144394.0,2845,2734.0,0.0073713333333333,0.007875386,5.325e-05,0.0
2018-02-28 05:40:00,48395952.0,46697676.0,98512.0,122433.0,2960,2636.0,0.0079713333333333,0.007435407,4.658333333333334e-05,0.0
2018-02-28 05:42:00,46032664.0,47225532.0,105256.0,26620.0,2916,2644.0,0.0077455833333333,0.008491292,4.3916666666666666e-05,0.0
2018-02-28 05:44:00,50649952.0,45450136.0,176520.0,0.0,3057,2533.0,0.0082917499999999,0.007392627,6.6e-05,0.0
2018-02-28 05:46:00,40572000.0,49500092.0,193416.0,39452.0,2467,2714.0,0.0067283333333333,0.0084783435,6.233333333333334e-05,0.0
2018-02-28 05:48:00,32101904.0,44637816.0,34560.0,0.0,1976,2521.0,0.00517075,0.0073403283,1.3666666666666666e-05,0.0
2018-02-28 05:50:00,30646152.0,39906450.0,28224.0,0.0,1918,2199.0,0.0050364166666666,0.007221899,2.1083333333333332e-05,0.0
2018-02-28 05:52:00,35633696.0,35654716.0,112056.0,0.0,2155,2003.0,0.0058838333333333,0.005263489,2.65e-05,0.0
2018-02-28 05:54:00,33187304.0,33985044.0,67000.0,0.0,2092,1874.0,0.0054663333333333,0.0052699614,2.0916666666666662e-05,0.0
2018-02-28 05:56:00,29688544.0,33841330.0,24448.0,0.0,1911,1834.0,0.0049774166666666,0.005820677,1.575e-05,0.0
2018-02-28 05:58:00,34396448.0,31758348.0,14640.0,0.0,2091,1714.0,0.00556975,0.0057483753,6.3333333333333326e-06,0.0
2018-02-28 06:00:00,41956664.0,33504468.0,85368.0,0.0,2605,1765.0,0.0069012499999999,0.006251637,3.9e-05,0.0
2018-02-28 06:02:00,53041816.0,36111964.0,306280.0,0.0,3278,1898.0,0.0088588333333333,0.006599273,8.358333333333334e-05,0.0
2018-02-28 06:04:00,98822992.0,50936340.0,539608.0,371791.0,5930,2593.0,0.01666,0.009726122,0.0001650833333333,0.0004523278
2018-02-28 06:06:00,81187600.0,71682860.0,758576.0,668264.0,5036,3805.0,0.0136909166666666,0.013536836,0.0002133333333333,0.00041362847
2018-02-28 06:08:00,38915496.0,75738820.0,99184.0,521080.0,2407,4154.0,0.00636925,0.013839548,2.758333333333333e-05,0.00021607803
2018-02-28 06:10:00,38516728.0,53762304.0,95600.0,0.0,2377,3134.0,0.00642175,0.008255502,3.5e-05,0.0
2018-02-28 06:12:00,44689736.0,44692588.0,192736.0,0.0,2731,2616.0,0.0072524999999999,0.006396216,4.491666666666666e-05,0.0
2018-02-28 06:14:00,39114296.0,47526536.0,85072.0,0.0,2472,2625.0,0.0063941666666666,0.007844168,2.608333333333333e-05,0.0
2018-02-28 06:16:00,35956712.0,44053490.0,102800.0,0.0,2231,2495.0,0.0060450833333333,0.007051679,4.25e-05,0.0
2018-02-28 06:18:00,31658448.0,39715816.0,78896.0,0.0,1967,2255.0,0.0052264999999999,0.0063739144,1.908333333333333e-05,0.0
2018-02-28 06:20:00,37168456.0,33534566.0,71080.0,0.0,2282,1904.0,0.0061180833333333,0.0050476,2.158333333333333e-05,0.0
2018-02-28 06:22:00,36013432.0,36293040.0,159240.0,0.0,2336,1970.0,0.0061473333333333,0.0064746235,3.458333333333333e-05,0.0
2018-02-28 06:24:00,33209152.0,34854550.0,166760.0,0.0,2095,1889.0,0.0054040833333333,0.0057490673,4.016666666666666e-05,0.0
2018-02-28 06:26:00,33909400.0,33954324.0,33688.0,0.0,2135,1797.0,0.0054374166666666,0.0062166513,1.3e-05,0.0
2018-02-28 06:28:00,46183472.0,31243830.0,224440.0,0.0,2864,1710.0,0.0076438333333333,0.005012083,6.2e-05,0.0
2018-02-28 06:30:00,34354800.0,37630804.0,44752.0,0.0,2135,2015.0,0.0056900833333333,0.006459664,1.9e-05,0.0
2018-02-28 06:32:00,37765984.0,33962130.0,258360.0,0.0,2347,1832.0,0.0062346666666666,0.006312182,4.583333333333333e-05,0.0
2018-02-28 06:34:00,30633360.0,34636620.0,27736.0,0.0,1885,1893.0,0.0050066666666666,0.005738492,2.1083333333333332e-05,0.0
2018-02-28 06:36:00,29727472.0,31531896.0,31152.0,0.0,1916,1712.0,0.00495225,0.0058412184,1.3583333333333333e-05,0.0
2018-02-28 06:38:00,32963472.0,28299998.0,121976.0,0.0,2116,1561.0,0.0054828333333333,0.0043714484,3.258333333333334e-05,0.0
2018-02-28 06:40:00,35781432.0,32918090.0,195600.0,50575.0,2309,1720.0,0.0060329166666666,0.0057753525,4.833333333333333e-05,0.0
2018-02-28 06:42:00,30997664.0,33013158.0,27632.0,35604.0,1986,1749.0,0.0052209166666666,0.0056526186,1.65e-05,0.0
2018-02-28 06:44:00,44642376.0,29927226.0,201328.0,0.0,2813,1658.0,0.0075038333333333,0.0049074376,5.741666666666667e-05,0.0
2018-02-28 06:46:00,48139096.0,36334880.0,160912.0,159532.0,2956,1903.0,0.008045,0.0065249885,6.166666666666667e-05,0.0
2018-02-28 06:48:00,73851264.0,45668284.0,552112.0,388665.0,4477,2373.0,0.0124613333333333,0.008727824,0.0001603333333333,0.00027514654
2018-02-28 06:50:00,71549648.0,60648116.0,400024.0,722046.0,4337,3210.0,0.0119692499999999,0.011085246,9.95e-05,0.0003572106
2018-02-28 06:52:00,112247304.0,60880804.0,844744.0,220635.0,6755,3413.0,0.0189470833333333,0.010606945,0.0002686666666666,0.0
2018-02-28 06:54:00,53631360.0,84925560.0,284984.0,986014.0,3329,4616.0,0.00892825,0.01600493,9.075e-05,0.00044849815
2018-02-28 06:56:00,80356624.0,65741196.0,441696.0,0.0,4791,3786.0,0.0134484166666666,0.011004549,0.0001458333333333,0.0
2018-02-28 06:58:00,67173328.0,72494850.0,378480.0,210810.0,4091,4072.0,0.0112180833333333,0.012058416,0.0001299166666666,0.0
2018-02-28 07:00:00,89651344.0,75084370.0,846032.0,570570.0,5393,4152.0,0.0151066666666666,0.0128476005,0.0002821666666666,0.00022868886
2018-02-28 07:02:00,44039392.0,82484280.0,109536.0,713796.0,2761,4582.0,0.0072165,0.014417096,4.433333333333333e-05,0.00024469613
2018-02-28 07:04:00,39158328.0,60066520.0,19192.0,0.0,2475,3562.0,0.0065968333333333,0.008830673,1.2e-05,0.0
2018-02-28 07:06:00,54114712.0,49708636.0,252288.0,0.0,3330,2872.0,0.0089691666666666,0.0075782556,7.8e-05,0.0
2018-02-28 07:08:00,56908560.0,51732890.0,406816.0,0.0,3534,2901.0,0.00939675,0.008400451,0.0001055,0.0
2018-02-28 07:10:00,54689048.0,53561132.0,193760.0,88961.0,3394,2993.0,0.0092059999999999,0.008884549,5.3916666666666665e-05,0.0
2018-02-28 07:12:00,44122168.0,50785596.0,175400.0,42333.0,2730,2841.0,0.0072038333333333,0.00849036,5.650000000000001e-05,0.0
2018-02-28 07:14:00,60071968.0,45630096.0,152736.0,0.0,3663,2602.0,0.0100138333333333,0.007392289,7.35e-05,0.0
2018-02-28 07:16:00,63145416.0,56869868.0,379440.0,385438.0,3898,3051.0,0.0105114166666666,0.010419097,0.00010625,0.00023998598
2018-02-28 07:18:00,49845272.0,54525930.0,131040.0,0.0,3153,3089.0,0.0083095,0.008578897,5.783333333333333e-05,0.0
2018-02-28 07:20:00,47810840.0,49023124.0,170672.0,1193.0,2943,2762.0,0.007996,0.007920619,4.283333333333333e-05,0.0
2018-02-28 07:22:00,55396768.0,46314148.0,320368.0,0.0,3387,2628.0,0.0092791666666666,0.0076444806,7.983333333333333e-05,0.0
2018-02-28 07:24:00,54059968.0,50312268.0,232800.0,286881.0,3347,2741.0,0.00899775,0.008505957,7.875e-05,0.0
2018-02-28 07:26:00,53615440.0,51391260.0,144968.0,266695.0,3311,2813.0,0.00889775,0.008984293,5.2e-05,0.0
2018-02-28 07:28:00,56747048.0,51226244.0,217256.0,176056.0,3481,2818.0,0.0093669166666666,0.009178787,7.908333333333334e-05,0.0
2018-02-28 07:30:00,52808368.0,53792436.0,221664.0,29049.0,3297,2940.0,0.0087974166666666,0.00987487,6.316666666666667e-05,0.0
2018-02-28 07:32:00,47801656.0,52135080.0,205408.0,0.0,2988,2891.0,0.0079476666666666,0.0089795375,7.25e-05,0.0
2018-02-28 07:34:00,105705128.0,48527884.0,823072.0,0.0,6215,2696.0,0.017625,0.0078612855,0.0003099166666666,0.0
2018-02-28 07:36:00,59531144.0,76173400.0,177512.0,749698.0,3642,4066.0,0.00981175,0.014315658,8.091666666666666e-05,0.00043351433
2018-02-28 07:38:00,92672568.0,68563010.0,601320.0,145420.0,5522,3803.0,0.0155776666666666,0.012298123,0.0002028333333333,3.8075494e-05
2018-02-28 07:40:00,65139176.0,82390420.0,239456.0,674916.0,3919,4495.0,0.0107684166666666,0.014609976,7.608333333333333e-05,0.00036729785
2018-02-28 07:42:00,97751888.0,71919410.0,650000.0,52102.0,5681,4074.0,0.0162683333333333,0.01192739,0.0002306666666666,0.0
2018-02-28 07:44:00,153466056.0,88370830.0,1741152.0,814571.0,9037,4821.0,0.0261416666666666,0.015354303,0.0005066666666666,0.00037674917
2018-02-28 07:46:00,71284240.0,116866400.0,385456.0,1662314.0,4379,6361.0,0.0119276666666666,0.02152008,0.00010875,0.00080514955
2018-02-28 07:48:00,71513104.0,88461570.0,401432.0,86719.0,4361,5155.0,0.0118585833333333,0.014007214,0.0001346666666666,0.0
2018-02-28 07:50:00,75986064.0,81237970.0,423480.0,183552.0,4606,4683.0,0.012447,0.013067057,0.00011325,0.0
2018-02-28 07:52:00,78981304.0,76143980.0,577648.0,183071.0,4913,4362.0,0.0133685,0.012129444,0.0001734166666666,0.0
2018-02-28 07:54:00,62028560.0,78705976.0,355584.0,560862.0,3892,4412.0,0.0103225,0.013006777,9.116666666666668e-05,3.8026825e-05
2018-02-28 07:56:00,78058912.0,69186210.0,676680.0,156360.0,4662,3972.0,0.0131689166666666,0.011276282,0.0002165,0.0
2018-02-28 07:58:00,66616376.0,76481600.0,417904.0,609581.0,4005,4227.0,0.0111305,0.013314018,0.0001056666666666,0.00026757116
2018-02-28 08:00:00,132181064.0,73694860.0,1427584.0,394951.0,7771,4130.0,0.022911,0.012277802,0.0004455833333333,0.00010758898
2018-02-28 08:02:00,143010680.0,100806590.0,1582864.0,1456125.0,8520,5466.0,0.0246943333333333,0.018420214,0.0005023333333333,0.000790437
2018-02-28 08:04:00,129169696.0,121495500.0,1269368.0,1890237.0,7681,6576.0,0.0221865833333333,0.022537788,0.0004146666666666,0.0010771686
2018-02-28 08:06:00,175147200.0,121976960.0,1684088.0,1229174.0,9996,6807.0,0.0297921666666666,0.021685474,0.0006085833333333,0.00046940148
2018-02-28 08:08:00,59186136.0,144321260.0,296016.0,1937933.0,3574,7918.0,0.0099900833333333,0.026323484,9.5e-05,0.00094082934
2018-02-28 08:10:00,72308968.0,100374350.0,315512.0,12379.0,4442,5890.0,0.0122913333333333,0.015418869,0.0001066666666666,0.0
2018-02-28 08:12:00,97774752.0,87921700.0,1102080.0,290679.0,5914,5077.0,0.01652225,0.013517234,0.000314,0.0
2018-02-28 08:14:00,59917528.0,95245730.0,297224.0,1048041.0,3613,5304.0,0.0099328333333333,0.015907753,8.2e-05,0.0003980907
2018-02-28 08:16:00,82804136.0,76404420.0,402168.0,280112.0,4967,4381.0,0.0139238333333333,0.011940152,0.0001236666666666,0.0
2018-02-28 08:18:00,51139648.0,77239430.0,224848.0,329411.0,3198,4357.0,0.0084896666666666,0.012857415,6.916666666666666e-05,0.0
2018-02-28 08:20:00,108853048.0,63505540.0,1248456.0,0.0,6587,3643.0,0.0187746666666666,0.010315479,0.0003710833333333,0.0
2018-02-28 08:22:00,177037736.0,87888210.0,2014080.0,1209888.0,10331,4721.0,0.0301538333333333,0.01597996,0.0006299166666666,0.00070961623
2018-02-28 08:24:00,94304176.0,127370460.0,446280.0,2116541.0,5661,6804.0,0.0159458333333333,0.024391836,0.0002216666666666,0.0012556448
2018-02-28 08:26:00,111454432.0,105705016.0,1233384.0,482265.0,6670,5991.0,0.0189820833333333,0.01851526,0.000321,2.2900158e-05
2018-02-28 08:28:00,93839240.0,106810320.0,3836072.0,856250.0,5008,5979.0,0.0221094166666666,0.01814717,0.0043961666666666,0.00020207996
2018-02-28 08:30:00,140434352.0,110411970.0,28517840.0,3883090.0,4027,5565.0,0.0749545833333333,0.021583656,0.0348800833333333,0.002653877
2018-02-28 08:32:00,149996056.0,189203680.0,16497480.0,28057074.0,4036,5535.0,0.0618851666666666,0.062173728,0.0168605,0.022119652
2018-02-28 08:34:00,185664320.0,160267540.0,23499560.0,20667146.0,4401,5188.0,0.0827144166666666,0.053363364,0.0243788333333333,0.016433353
2018-02-28 08:36:00,59999016.0,186480200.0,14523008.0,25046592.0,3976,5610.0,0.0307490833333333,0.064446695,0.0127093333333333,0.019746283
2018-02-28 08:38:00,105147152.0,127231760.0,14463184.0,17324928.0,3955,4416.0,0.058334,0.044268098,0.0158389166666666,0.013636515
2018-02-28 08:40:00,109701736.0,137875980.0,11242224.0,18109706.0,3827,4464.0,0.0438104166666666,0.048121057,0.0130645833333333,0.014403644
2018-02-28 08:42:00,135575344.0,128617900.0,12299704.0,15249725.0,3651,4356.0,0.0494530833333333,0.043483503,0.01149825,0.012242141
2018-02-28 08:44:00,65927536.0,134732420.0,17766152.0,14933333.0,3702,4413.0,0.0342390833333333,0.044663426,0.0189315833333333,0.011806716
2018-02-28 08:46:00,159925016.0,120365520.0,20763208.0,17420764.0,3976,3929.0,0.0654875833333333,0.042937744,0.0223700833333333,0.013853789
2018-02-28 08:48:00,65895520.0,150120720.0,17336248.0,21284866.0,3617,4497.0,0.03415425,0.05392495,0.0157910833333333,0.016945474
2018-02-28 08:50:00,87388672.0,115669090.0,16504232.0,17507804.0,3686,3807.0,0.0446371666666666,0.0428904,0.0149275833333333,0.01390649
